NODE_ID,IPRD_NM,PLCT_NM,NODE_TTLE,NODE_TTLE_EN,PBSH,NODE_LINK,NODE_CLSS_01,NODE_CLSS_02,AUTR_NM,KYWD,ABST_KR,ABST_EN,IF_Score,EXTRACTED_KEYWORDS
NODE11958392,한국통신학회,한국통신학회지(정보와통신),장애 유형별 디지털 정보격차 특성 연구,,202410,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11958392,공학,전기전자공학,조경재,,"본고에서는 고령 장애인을 대상으로 장애 유형에 따른 디지털 정보격차와 그것이 삶의 만족도에 미치는 영향을 탐구하였다. 구체적으로 <2023년 디지털 정보격차 실태조사> 데이터를 활용하여, 고령 비장애인과 장애 유형별 장애인 집단 간 디지털 정보화 수준을 비교하였다. 이를 통해 장애 유형별 디지털 정보격차와 그것이 발생하는 결과(삶의 만족도) 격차의 양상을 구체적으로 분석하고자 하였다.<BR/>  연구 결과, 비장애 고령자의 경우 대부분의 연구 변수에 대해서 장애 고령자에 비해 높은 디지털 정보화 수준과 삶의 만족도를 보였다. 또한 장애 유형별로도 디지털 정보격차가 나타났는데, 상대적으로 지체장애인이 높은 디지털 정보화 수준을 보인 반면 청각/언어장애인과 뇌병변장애인은 낮은 점수가 나왔다. 디지털 기기의 이용 능력 면에서는 모든 연구 집단에서 PC보다 스마트기기 역량이 높은 점수가 나왔으며, 이를 통해 장애 유무와 관계없이 고령자에게는 스마트폰을 통한 정보 이용이 더 익숙하다는 사실을 알 수 있다.<BR/>  인구사회학적 변인, 장애 특성 변인, 그리고 디지털 정보화 수준을 독립 변인으로 두고 삶의 만족도를 종속 변수로 둔 다중회귀분석을 실시한 결과, 디지털 정보화 수준이 청각/언어장애인을 제외한 모든 연구 대상 집단에서 삶의 만족도에 유의미한 영향을 미치는 것으로 확인되었다. 또한 모든 장애 유형에서 연구모델이 유의하여, 장애인의 삶의 만족도 향상을 위해 다양한 사회적 배경과 디지털 정보화 수준을 고려한 접근이 필요함을 제언할 수 있다.<BR/>  본 연구는 장애인 디지털 포용을 위해 장애 특성에 따른 맞춤형 디지털 교육의 필요성을 제언한다. 또한 장애인의 정보 접근성을 고려한 유니버설 디자인이 디지털 기술·서비스 개발에 필수적임을 시사한다.",,0.3452,"education,다중회귀분석,life satisfaction,accessibility"
NODE11958393,한국통신학회,한국통신학회지(정보와통신),무인정보단말기의 접근성을 위한 사용자 인터페이스 요구사항,,202410,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11958393,공학,전기전자공학,"이강철, 김지훈",,"디지털플랫폼정부와 지능정보사회로의 진입이 가속화되고 있는 가운데, 기술기반셀프서비스(TBSS)를 통해 상품 및 서비스를 제공하는 경우, 셀프서비스기술(SST) 사용에 필요한 정당한 편의 제공 거부 및 접근성 결여로 인해 대중에게 개방된 서비스에 디지털 취약계층 및 디지털 소외계층이 접근하지 못하거나, 이용으로 인한 이익을 박탈당하는 차별을 방지할 필요가 있다. 이를 위해 한국정보통신기술협회(TTA)는 산업계에서 무인정보단 말기 사용자 인터페이스에 접근성을 효과적, 효율적, 균일하게 반영할 수 있도록 단체 표준 “무인정보단말기의 접근성을 위한 사용자 인터페이스 요구사항”을 제정할 예정이다. 해당 표준은 「장애인·고령자 등의 정보 접근 및 이용 편의 증진을 위한 고시」 의 [별표 5] 무인정보단말기 접근성 검증 기준의 준수/위반 사례를 포함하고 있으며, 본 고에서는 해당 표준의 각 부('제1부: 일반', '제2부: 서비스 유형', '제3부: 장애 유형')별 요구사항이 가지는 의미와 표준화 과정을 설명하고자 한다.",,0.3452,"discrimination,accessibility"
NODE11958394,한국통신학회,한국통신학회지(정보와통신),"AI for Accessibility, 모두를 위한 디지털 접근성 개선",,202410,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11958394,공학,전기전자공학,이인구,,"본고에서는 AI 기술을 통해 문해력이 부족한 청각장애인의 디지털 접근성을 향상시키는 사례를 알아본다. 수어번역기술은 AI 시대의 도래와 함께 비약적으로 발전되어 왔고, 특히 최근에는 초거대 언어모델의 활용으로 발전 속도가 가속화되고 있다. 수어번역기술의 연구 및 개발 현황을 알아보고, 수어번역기술 기반의 청각장애인 정보 접근성을 증대하는 솔루션들을 소개하고자 한다.",,0.3452,"artificial intelligence,language model,accessibility"
NODE11958395,한국통신학회,한국통신학회지(정보와통신),AI기반 시각장애인 시각보조 앱 설리번 플러스의 정보 접근성 사례,,202410,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11958395,공학,전기전자공학,"권경수, 임영민, 박찬용, 김진욱",,"스마트폰의 보급으로 시각장애인들을 위한 다양한 정보 접근성 기술이 개발되었다. 특히, AI 기술의 발전과 함께 OCR(광학 문자 인식) 기술이 도입되면서, 실시간으로 텍스트를 인식하고 이를 음성으로 변환해 정보를 제공하는 방식이 사용되기 시작했으며 이러한 기술은 초기 시각 보조 도구로서 중요한 역할을 했다.<BR/>  최근 멀티모달AI(Multi Modal AI) 기술이 발전하면서, 시각장 애인들은 사물 인식, 장면 설명 등의 기능을 통해 실시간으로 더 빠르고 정확하게 주변 환경에 대한 정보를 제공받을 수 있게 되었다. 마이크로소프트의 씨잉 AI와 구글의 룩아웃 같은 글로벌 빅테크 기업의 앱들은 자사의 멀티모달AI 기술을 활용해 시각 보조 서비스를 제공하고 있다. 또한, 국내의 스타트업 투아트가 만든 설리번 플러스는 SK텔레콤의 멀티모달AI 기술을 적용하여, 세계적 기업들과 대등한 수준의 시각 보조 서비스를 제공하고 있다.<BR/>  이에 본고에서는 시각장애인의 정보 접근성을 크게 향상시키는 주요 AI 기술과 시각보조 서비스들을 설리번 플러스와 비교하여 소개하고 향후 시각보조 기술의 발전 방향에 대해 전망한다.",,0.3452,"recognition,artificial intelligence,multimodal,accessibility"
NODE11963461,한국통신학회,한국통신학회논문지,Lightweighted Real-Time Object Detection on a Custom Edge Device,Lightweighted Real-Time Object Detection on a Custom Edge Device,202410,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11963461,공학,전기전자공학,"Md Javed Ahmed Shanto, Dong-Seong Kim, Taesoo Jun",,,"With recent innovations in AI and software technology, on-device object detection has drawn significant attention. This technique enables real-time processing of visual data without the need for a connection to a distant server. However, deploying these models on resource-constrained edge devices presents several challenges. The primary obstacles stem from the limited processing power, memory, and storage capacity of these devices, as well as software issues. The current constraints make training artificial intelligence inefficient, as it requires substantial storage and computational power. Moreover, the development of devices based on ARM architecture demands the training and implementation of a customized model specifically designed for that edge device. This article discusses the development of a lightweight object recognition model that utilizes a TensorFlow Lite model and achieves a high accuracy rate of 94% on a custom edge device. This study also presents techniques for implementing this method using a custom file, demonstrates new performance metrics, and yields favorable results compared to existing benchmarks.",0.3452,"artificial intelligence,lightweight,device,software,object detection,processing,recognition,real time,performance"
NODE11968549,한국통신학회,한국통신학회논문지,New Design of RS-GRP LDPC Concatenated Codes for Block Fading Channel,New Design of RS-GRP LDPC Concatenated Codes for Block Fading Channel,202411,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11968549,공학,전기전자공학,"Chanki Kim, Jaewha Kim",,,"In this paper, we introduce a new code design for block fading (BF) channel by concatenating the Reed-Solomon (RS) codes and generalized root protograph (GRP) low-density parity-check (LDPC) codes in order to achieve the diversity-approaching performance. By decoding iteratively after adapting parity check matrix in the inner RS codes, the diversity-approaching decoding performance can be obtained with low complexity for arbitrary diversity order.",0.3452,"performance,design,low density"
NODE11989002,한국통신학회,한국통신학회지(정보와통신),6G 비-지상 네트워크를 위한 통신 및 컴퓨팅 기술 동향,,202411,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11989002,공학,전기전자공학,"이병주, 양희철, 김민철, 문상미, 신원재",,"지구를 공전하는 인공위성 중심으로 구성되는 비-지상 네트워크는 기존 지상 네트워크의 제한된 서비스 범위를 넘어 초연 결성을 제공할 수 있는 획기적인 기술이다. 이로 인해 비-지상 네트워크가 상용화 될 것으로 전망되는 6G는 4G LTE (Long Term Evolution)가 스마트폰 혁명을 일으킨 것처럼, 또 한 번 인류의 삶에 파격적인 변화를 가져올 것으로 예상된다. 본 고에서는 비-지상 네트워크의 도입 배경 및 개요를 먼저 살펴보고, 국제 표준 동향에 대해 소개한다. 이후에는 비-지상 네트워크에서 발생하는 주요 문제점들에 대한 통신 및 컴퓨팅 기술 관점에서의 극복 방안에 대해 언급하며 마무리하고자 한다.",,0.3452,6g
NODE11989003,한국통신학회,한국통신학회지(정보와통신),초고주파 대역 통신을 위한 OFDM 기반 파형 연구 동향,,202411,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11989003,공학,전기전자공학,"노고산, 신우람, 김경표",,"본고에서는 초고주파, 초고성능, 초연결성, 초이동성 등의 도전적인 목표를 추구하는 6G 이동통신에 적합한 파형 기술에 대한 연구 동향을 소개한다. 특히, 서브-THz 등의 초고주파 대역 채널 특성을 고려하여 RF 열화 및 도플러에 강인하고 주파수 효율이 높은 파형에 대한 설계 방법론을 제시하려고 한다.",,0.3452,"6g,efficiency,research trends"
NODE11989004,한국통신학회,한국통신학회지(정보와통신),Symbiotic Radio와 RIS 기반 Symbiotic Radio 기술 소개,,202411,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11989004,공학,전기전자공학,"민경식, 김태형, 정민채",,본고에서는 6G 통신 시스템의 연결성 (connectivity) 개선을 위해 제안된 symbiotic radio 기술을 소개한다. symbiotic radio에서의 backscattering을 통한 신호 전송 방식을 설명하고 이를 통해 별도의 무선 자원 할당 없이도 시스템 전송률을 증가시키거나 신규 무선 장치를 지원할 수 있는 원리를 알아본다. 또한 symbiotic radio의 backscattering 전송 시 신호가 겪게 되는 이중 감쇠(double fading)에 의해 발생하는 수신 성능 열화를 방지하기 위해 제안된 지능형 반사체 표면 (Reflecting intelligent surface: RIS) 기반 symbiotic radio를 소개한다. 특히 RIS를 통한 정보 전달을 위해 제안된 주요 변조 기법들을 알아본다. 마지막으로 symbiotic radio와 RIS 기반 symbiotic radio에서 해결해야 하는 주요 기술적 과제와 각 과제에서 고려해야 하는 제약들에 대해 살펴본다.,,0.3452,"6g,performance,signaling"
NODE11989005,한국통신학회,한국통신학회지(정보와통신),맥락 추론 기반 시맨틱-네이티브 통신의 소개,,202411,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11989005,공학,전기전자공학,"이종혁, 서효운",,"최근 6G를 위한 통신 패러다임의 확장으로, 데이터의 단순한 전달보다 의미를 전달하는 것에 집중하는 시맨틱 통신(semantic communication)이 주목받고 있다. 마치 기계 학습과 신경망이 인간의 뇌 작용을 모방해 지적 능력을 구현하려는 것처럼, 시맨틱 통신의 목표는 인간의 효율적인 의사소통 체계를 본떠 새로운 개념의 통신 시스템을 구축하는 데 있다. 현재 시맨틱 통신의 핵심은 기계 학습 모델을 이용해 데이터에서 압축된 표현을 추출하고 이를 통신에 활용하는 데 있지만, 이 과정에서 추출된 표현이 실제 데이터의 의미와 어떻게 연관되어 있는지, 또는 어떤 논리적 체계를 통해 도출된 것인지 알기 어렵다는 문제가 있다. 본 고에서는 기존 시맨틱 통신 연구에서 한 발 더 나아가 언어학적 개념인 맥락 추론(contextual reasoning)을 공학적으로 구현하고 이를 시맨틱 통신의 핵심 논리 체계로 삼는 시맨틱-네이티브 통신(semantics-native communication)에 대해 탐구한다.",,0.3452,"6g,machine learning,communication"
NODE11989006,한국통신학회,한국통신학회지(정보와통신),인공지능 기반 지능형 통신 네트워크 기술 연구 동향,,202411,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11989006,공학,전기전자공학,"이재욱, 윤상석, 문지환, 유승호, 이훈",,"최근 인공지능 기술의 급격한 발전은 통신 네트워크 분야에도 큰 변화를 가져왔으며, 이를 통해 효율성, 보안성, 적응성을 갖춘 지능형 통신 네트워크 기술이 개발되고 있다. 본고에서는 인공지능 기반 지능형 통신 네트워크의 최신 연구 동향을 다룬다. 최근 많은 주목을 받고 있는 split computing, 물리 계층 보안, 그리고 비지상 네트워크에서의 인공지능 활용 방안을 살펴보고, 이를 통해 지능형 통신 네트워크 기술의 미래를 논의한다.",,0.3452,"machine learning,efficiency,research trends"
NODE11989007,한국통신학회,한국통신학회지(정보와통신),트랜스포머 기반 협력 추론 기술 연구 동향,,202411,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11989007,공학,전기전자공학,"권나영, 임지웅, 김용준",,"최근 엣지 디바이스에서 인공지능(AI)을 활용하는 수요가 급격히 증가하면서, 협력 추론이 중요한 연구 분야로 부상하고 있다. 엣지 디바이스는 발전을 거듭하고 있지만, 여전히 제한된 연산 자원으로 인해 고성능 인공지능 모델을 직접 사용하기 어렵고, 모든 데이터를 서버로 전송할 경우 과도한 통신 비용이 발생할 수 있다. 이러한 문제를 해결하기 위해 제안된 협력 추론 기법은 엣지 디바이스와 서버 간에 인공지능 모델의 연산을 분담하여, 높은 추론 정확도를 유지하면서도 통신 비용을 효율적으로 절감할 수 있는 방안을 제시한다. 하지만 최근 주목받고 있는 트랜스포머(transformer) 모델은 구조적 특성상 기존의 협력 추론 방식의 모델 분할로는 통신량을 줄일 수 없다. 본 논문에서는 이러한 한계를 극복하여 트랜스포머를 효과적으로 활용할 수 있는 협력 추론 기술의 최신 연구 동향에 대해서 소개한다.",,0.3452,"artificial intelligence,machine learning,research trends,transformer"
NODE11989008,한국통신학회,한국통신학회지(정보와통신),모빌리티 서비스 체계 내 5G 기반 응용 시스템 구현 타당성 초기 분석,,202411,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11989008,공학,전기전자공학,"김영은, 김준영, 이준세, 노송",,"5G 기술은 저지연, 대용량, 높은 신뢰성을 바탕으로 Gbps대 데이터 전송을 가능하게 하며, 이를 통해 고대역폭 응용 서비스를 지원할 수 있다. 이러한 5G 기술의 모빌리티 서비스 내 적용을 위해 실질적인 시스템 타당성 관련된 조사 및 분석이 필요하다. 본 고는 모빌리티 서비스에서의 5G 적용 가능성에 대해 분석하면서 향후 방향성에 대한 고려를 진행하고자 한다. 특히 기술적 관점을 넘어 5G가 서비스 자체에 적용되는 것에 대한 종합적인 관점에 중점을 둔다. 또한 모빌리티 서비스 내 다양한 기술 사례에 대한 조사 분석과 더불어 향후 타 이동 수단에 대한 5G 적용 가능성도 제시한다.",,0.3452,5g
NODE11989009,한국통신학회,한국통신학회지(정보와통신),SDV 자율주행을 위한 오픈소스 기반 시뮬레이터 활용 방안 연구,,202411,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11989009,공학,전기전자공학,"채지숙, 황은진, 박수민, 홍용근",,"본고에서는 최근 많은 사람들의 관심을 받고 있는 SDV 환경에서 자율주행 기능을 시뮬레이션 하는 시뮬레이터를 활용하는 방안에 대하여 연구한 결과를 소개한다. SDV 소프트웨어 개발 플랫폼 중 하나인 ROS와 자율주행 시뮬레이터 중 하나인 CARLA를 연동하는 방법을 기술하였다. ROS 2, ROS Bridge, CARLA를 리눅스 환경에서 설치하고 기능을 확인한 후, 시뮬레이션 과정에서 발생한 다양한 오류를 해결하는 방법을 제시하였다. 이를 통하여 SDV 자율주행을 위하여 시뮬레이터를 활용하는 방안에 대하여 알아본다.",,0.3452,"autonomous driving,simulator,simulation"
NODE11720260,한국해양공학회,한국해양공학회지,Instructions for Authors etc.,Instructions for Authors etc.,202402,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11720260,공학,조선해양공학,편집부,,,"A concise and factual abstract is required. The abstract should state briefly the background, purpose and methods of the research, the principal results and conclusions. An abstract should be written in 150-200 words. References are not cited in abstract whenever possible. Also, non-standard or uncommon abbreviations should be avoided, but if essential they must be defined at their first mention in the abstract itself.",0.6818,
NODE11826497,한국해양공학회,한국해양공학회지,Instructions for Authors etc.,Instructions for Authors etc.,202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11826497,공학,조선해양공학,편집부,,,"A concise and factual abstract is required. The abstract should state briefly the background, purpose and methods of the research, the principal results and conclusions. An abstract should be written in 150-200 words. References are not cited in abstract whenever possible. Also, non-standard or uncommon abbreviations should be avoided, but if essential they must be defined at their first mention in the abstract itself.",0.6818,
NODE11723849,한국전자거래학회,한국전자거래학회지,해외 제조사업장 기술 유출 위험요인 분석연구,A Study of Analyzing Technology Leakage Risk factors for Overseas Subsidiary in Manufacturing Industry,202402,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11723849,공학,컴퓨터학,"최유림, 장항배",,"국내기업이 여러 형태로 해외에 진출함에 따라 발생할 수 있는 기술 유출 위험도 다양해지고 있다. 본 연구에서는 국가핵심기술이 다수 포함되어 산업기술 보호 중요성이 상대적으로 높은 제조산업과 해외 진출의 한 형태인 해외사업장을 대상으로 발생 가능한 기술 유출 위험 요인 도출 및 대응 방안을 제안하고자 한다. 본 주제가 산업에서는 여전히 중요한 주제인 반면, 연관된 선행연구는 다소 오래전에 진행된 연구이거나 관련 문헌의 수가 적어 현재 시점의 해외 제조사업장 기업의 보안 위험 요소를 파악하기에 한계가 있다. 이에 따라 본 연구에서는 문헌분석의 양적 연구와 해외 제조사업장 근무 경험이 있는 임직원을 대상으로 표적 집단 면접법(FGI)의 질적 연구를 병행하여 현재 시점의 기술 유출 위험 요인을 도출하고 진출 전․후 프로세스별, 주체별로 발생할 수 있는 기술 유출 위험 요인을 분류한 위험 모형을 설계한다. 나아가 도출한 위험 요인에 대해 거시적인 관점에서 보안 대응 방안을 제안한다. 향후 연구에서는 본 연구에서 설계한 기술 유출 위험 요인에 대해 통계적 검증을 진행하고 검증된 항목별 대응 방안 도출을 통해 보안관리체계를 설계하고자 한다. 본 연구 결과를 통해 기술 보호의 필요성을 느끼는 해외 진출(예정) 기업이 단계별로, 주체별로 발생 가능한 보안 위험을 파악하는 데에 활용할 수 있을 것으로 기대한다.","With increasing international expansion of domestic companies in various forms, the technology leakage risks have become more diverse. This study focuses on the manufacturing industry, which includes a number of national core technologies and holds high importance in terms of industrial technology protection and overseas subsidiaries, a form of international expansion. While the issue is crucial in the industry, related studies are outdated and limited in number to understand current security risks in manufacturing industry overseas subsidiaries. Therefore, this study adopts a mixed-method approach, combining quantitative research through literature analysis with qualitative research using Focus Group Interviews (FGI) involving employees with experience in manufacturing industry overseas subsidiaries. It aims to design a risk model with pre- and post-entry processes as well as different stakeholders by identifying current security risks and propose countermeasures. In future research, we intend to conduct statistical validation of the technology leakage risks designed in this study. Subsequently, we aim to derive countermeasures for validated risks to design a security management system. We anticipate the result of this study can be used by overseas-expanding (or intending to expand) companies that recognize the importance of technology protection to identify security risks at different stages and among various stakeholders.",1.5846,"manufacturing,qualitative research,security,design,validation"
NODE12006287,한국디지털콘텐츠학회,디지털콘텐츠학회논문지,전자책 동일시와 심리적 소유의 영향: 플랫폼의 상호성 지원과 독서 진정성 경험의 역할,Influence of E-book Identification and Psychological Ownership: Role of Interaction Support of Platform and Reading Authentic Experience,202412,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12006287,공학,컴퓨터학,황인호,,"디지털 전환이 우리 사회 전반에 영향을 미치면서, 디지털 기술을 기반으로 하는 전자책 시장 또한 빠르게 성장하고 있다. 본 연구의 목적은 전자책 플랫폼 독자의 구독 의도 향상 방안을 제시하는 것이다. 특히, 전자책 플랫폼의 상호성 기반 어포던스와 독자의 진정성 경험이 구독 의도에 대한 강화 조건임을 제시하고자 하였다. 연구는 전자책 플랫폼을 최근 이용한 경험이 있는 성인 독자를 대상으로 설문을 하였으며, 확보한 350건의 표본을 가설 검정에 적용하였다. 가설 검정 결과, 전자책 플랫폼의 이해관계자에 대한 상호성 지원이 동일시와 심리적 소유를 형성하고, 전자책 구독 의도에 영향을 주는 조건임을 확인하였다. 또한, 개인의 독서 진정성 경험이 전자책 플랫폼 인식 요인과 상호작용 효과를 가져 구독 의도를 강화하는 조건임을 확인하였다. 연구 결과는 전자책 플랫폼의 상호성 지원을 통한 독자들의 플랫폼 참여 수준을 높이는 방법을 제시하였기 때문에, 전자책 플랫폼의 시장 경쟁력 확보를 위한 독자 맞춤형 전략 수립에 도움을 줄 것으로 판단한다.","The digital transformation is impacting our society, leading to rapid growth in the e-book market based on digital technology. This study proposes improving the subscription intentions of readers on an e-book platform. It suggests that the platform's interaction-based affordance and the reader's authentic experience are key to enhancing these intentions. This study surveyed adult readers with recent e-book platform usage experience and utilized 350 secured samples for hypothesis testing. The hypothesis testing results suggested that the e-book platform's interaction support influenced subscription intention via identification and psychological ownership. Furthermore, the interaction between authentic experience and readers' perception of the e-book platform enhanced the subscription intention. The findings suggest a method to enhance reader participation via mutual support of the e-book platform, which is anticipated to aid in the development of a reader-customized strategy to secure the market competitiveness of the e-book platform.",1.2781,"recognition,digital transformation,platform,interaction"
NODE11985877,한국디지털포렌식학회,디지털포렌식연구,이종 디지털 데이터 간 연계 분석을 위한 분석 방법론 제안,Proposal of an Analytical Methodology for Cross-Analysis of Heterogeneous Digital Data,202410,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11985877,공학,컴퓨터학,방제완,,"수사자료란 통화내역, 계좌거래내역 등 수사관이 사건 수사를 위해 수집하게 되는 모든 데이터를 뜻한다. 수사자료는 범죄행위 증명을 위한 직접적인 증거로 활용되기도 하지만 수사를 위한 단서 발견이나 공범 및 여죄 식별의 목적으로도 활용된다. 디지털 포렌식 과정을 통해 확인된 전자정보도 수사자료에 속한다. 하지만 데이터의 방대한 양과 그 유형의 다양성으로 숙련된 수사관의 경험 기반 가설에 의한 분석으로는 모든 수사관의 일관된 분석 결과 도출을 기대하기 어렵다. 또한 기존의 연구는 단일 유형의 데이터에 기반하여 노드와 에지로 구성된 2차원 연관관계 및 단어 등 의미 기반 분석 위주로 이루어져 다양한 이종(異種) 데이터 간의 관계 분석에는 적합하지 않다. 이에 본 논문에서는 메신저 대화, 암호화폐 송금, SNS 접속 기록, 통화, 금융 거래, IP 기록 등 이종 데이터 간 연계 분석을 위해 ‘시간’, ‘이벤트’, ‘이벤트 간 발생 간격’의 3축 기반 분석 방법론을 제안한다. 또한 제안 방법론을 실제 전자정보 및 전통적인 수사자료에 적용하여 그 활용성을 확인한다.","In investigative processes, investigative data refers to all types of information collected by investigators for the purpose of solving a case, such as call records, bank transaction histories, and more. This data is not only utilised as direct evidence to prove criminal activities, but also serves as a crucial resource for discovering investigative leads, identifying accomplices, or uncovering further offences. Digital information confirmed through forensic processes is also categorised under investigative data. However, due to the vast volume and diverse nature of such data, it is difficult to expect consistent analytical results across all investigators when relying solely on hypothesis-based analysis rooted in an investigator’s experience. Moreover, previous research has primarily focused on semantic-based analyses, such as two-dimensional relationship mapping with nodes and edges, often based on single data types, which are insufficient for analysing relationships across heterogeneous data sources. In response to this challenge, this paper proposes a three-axis analysis methodology based on ‘time’, ‘events’, and ‘intervals between events’ to enable cross-analysis of heterogeneous data, including messenger conversations, SNS access records, calls, cryptocurrency and financial transactions, and IP logs. Furthermore, the proposed methodology is applied to actual electronic information and traditional investigative data to verify its utility and practical applications.",0.7191,"digital forensics,cryptocurrency"
NODE11719625,한국정보보호학회,정보보호학회지,블록체인 Layer 2 스케일링 솔루션의 기술 동향 분석,,202402,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11719625,공학,컴퓨터학,"김성빈, 김도훈",,"블록체인 기술이 발전됨에 따라서 확장성의 보장과 향상을 위한 다양한 기술이 연구 및 개발되고 있다. 기존에는 Layer 1에서의 확장성을 주로 연구하는 추세였지만, 현재 Layer 2의 등장으로 인하여, 보다 빠르고 효율적으로 트랜잭션을 처리 및 기록하고, 더 낮은 거래 비용을 제공하는 기술로 발전하였다. 따라서 본 논문에서는 Layer 2 스케일링 솔루션의 최신 동향을 조사하고 현재 기술 개발 사례를 탐색한다. 예를 들어 스테이트 채널, 사이드 체인, 롤업 등을 분석하고, 각 기술의 장단점과 특성을 검토한다. 또한, 이러한 솔루션들이 현재 활용되고 있는 상태와 향후 블록체인 네트워크에서 어떤 역할을 할 수 있는지에 대해 논의한다. 본 논문은 블록체인 네트워크의 확장성과 성능 향상을 위한 접근 방법과 기술적 한계점을 탐색함으로써, 블록체인 기술의 발전 방향과 관련하여 심도높은 이해를 제공한다.",,0.4136,"blockchain,performance"
NODE11719626,한국정보보호학회,정보보호학회지,우주 사이버 환경에서의 블록체인 기술 적용 전략과 가능성 분석,,202402,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11719626,공학,컴퓨터학,"김성빈, 김도훈",,"본 논문에서는 우주 사이버 환경에서 블록체인 기술의 적용 가능성과 전략을 탐구한다. 분산 원장 기술의 현황을 검토하고, 우주 사이버 보안의 현재 상황과 주요 도전 과제를 분석하여, 우주 환경과 사이버 보안의 상호작용을 이해한다. 이를 통해 블록체인 기술의 핵심 요소가 우주 환경에 어떻게 적합한지, 데이터 보안과 무결성을 어떻게 강화할 수 있는지, 그리고 통신 및 네트워크 관리에 블록체인을 어떻게 활용할 수 있는지를 기술 현황 분석을 통해 제시한다. 또한, 우주 사이버 환경에서 블록체인의 기술적 가능성과 현재 기술 수준의 한계를 분석하며, 경제적 및 운영적 측면에서의 타당성을 분석한다. 결론적으로 우주 사이버 환경에서의 블록체인 적용이 미칠 영향을 전망하고, 실제 사례 분석을 통해 실용적 적용 사례를 제시한다. 본 논문은 우주 사이버 환경에서 블록체인 기술의 잠재력을 평가하고, 미래의 발전 방향을 제시함으로써, 우주 사이버 보안 분야에 중요한 기여를 한다.",,0.4136,"blockchain,interaction"
NODE11719627,한국정보보호학회,정보보호학회지,디파이의 금융권 제도화 패러다임 전환: 기술적 접근,,202402,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11719627,공학,컴퓨터학,"김희상, 김도훈",,"최근 몇 년 동안 탈중앙화 금융(DeFi)은 블록체인 기술의 혁신적인 사용을 통해 금융 부문의 지형을 재정의할 획기적인 세력으로 부상했다. 본 연구는 DeFi의 제도화를 향한 패러다임 전환에 대한 포괄적인 기술적 분석을 제시하며, DeFi가 전통적인 금융 시스템을 혼란에 빠뜨리고 글로벌 경제 프레임워크를 재구성할 수 있는 잠재력을 강조한다. 본 연구에서 스마트 계약, 분산형 자율 조직(DAO) 및 합의 알고리즘을 포함한 DeFi 핵심 기술의 복잡성을 조사하고 이러한 요소가 어떻게 집합적으로 보다 개방적이고 투명하며 포용적인 금융 생태계를 조성하는지 탐구한다. 주요 고려 사항에는 규제 장애물, 보안 문제, 확장성 문제, 혁신과 소비자 보호 간의 균형이 포함된다. 금융 포괄성, 특히 은행 서비스를 받지 못하는 인구와 은행 서비스를 받지 못하는 인구에게 금융 서비스에 대한 접근을 제공하는 역량 측면에서 DeFi의 혁신적인 잠재력에 대해 논의하여 일드 파밍, 유동성 채굴, 분산형 대출 등 새로운 금융 상품 및 서비스를 도입하는 데 있어 DeFi의 역할을 평가하여 소비자와 기존 금융 기관 모두에 미치는 영향을 강조한다. DeFi의 기술 기반과 기관 금융 프레임워크 내에서 급성장하는 역할에 대한 자세한 조사를 제공함으로써 본 논문은 금융의 미래 궤적과 글로벌 경제 시스템의 진화하는 역학에 대한 귀중한 통찰력을 제공하는 것을 목표로 한다.",,0.4136,blockchain
